hazy_file,gt_file,psnr,ssim
1400_10.png,1400.png,16.341845889247843,0.8066118659592204
1401_10.png,1401.png,19.45509248053061,0.8176298177402467
1402_10.png,1402.png,19.83759701015319,0.7630286558266701
1403_10.png,1403.png,15.437531952267701,0.7133753196829961
1404_10.png,1404.png,21.256636875714246,0.9009209149361777
1405_10.png,1405.png,20.039872796949222,0.8887193322903748
1406_10.png,1406.png,21.60507564027396,0.9021719076353767
1407_10.png,1407.png,19.392174121796902,0.8923531371388229
1408_10.png,1408.png,20.157563840057303,0.9063134675313043
1409_10.png,1409.png,21.049663346097475,0.9060265438258472
1410_10.png,1410.png,19.820979909111035,0.8936063044063753
1411_10.png,1411.png,18.807238648478833,0.815829819495678
1412_10.png,1412.png,17.35192801454169,0.8133030233782884
1413_10.png,1413.png,16.913084719504873,0.807221785048806
1414_10.png,1414.png,18.02614966177536,0.8267871189503578
1415_10.png,1415.png,20.58942948967781,0.85147294664232
1416_10.png,1416.png,14.902730680469201,0.8180887046779235
1417_10.png,1417.png,19.695222815512974,0.8673959679493383
1418_10.png,1418.png,19.702287946935883,0.8611463731160597
1419_10.png,1419.png,20.108231758220484,0.8792638436824239
1420_10.png,1420.png,15.802886830389886,0.8064136768878862
1421_10.png,1421.png,18.09704773885347,0.8310864487087889
1422_10.png,1422.png,14.537099786965088,0.6871718612808535
1423_10.png,1423.png,11.921486342711653,0.6297949703561871
1424_10.png,1424.png,15.316814781763973,0.7879479060428674
1425_10.png,1425.png,16.143880797169945,0.7579416682247847
1426_10.png,1426.png,16.05161240120833,0.7396181639030693
1427_10.png,1427.png,16.685779561497874,0.7513329615737502
1428_10.png,1428.png,16.36293475415519,0.7676461655133168
1429_10.png,1429.png,15.655433932409398,0.6773279644803335
1430_10.png,1430.png,15.319856217540725,0.5797843900136795
1431_10.png,1431.png,18.216857636256805,0.7316066517791783
1432_10.png,1432.png,17.079345002125223,0.7365675032162358
1433_10.png,1433.png,19.580835686761716,0.7721399728429232
1434_10.png,1434.png,17.85674917908212,0.8629697189001636
1435_10.png,1435.png,18.511827820342756,0.8492191866222646
1436_10.png,1436.png,20.550231035569134,0.9033466068797785
1437_10.png,1437.png,17.995960959696877,0.8186013691331193
1438_10.png,1438.png,18.962678507429963,0.7864834377457336
1439_10.png,1439.png,18.60124175196199,0.879822176456624
1440_10.png,1440.png,17.934659314301044,0.8492230153858827
1441_10.png,1441.png,21.442920024601456,0.8426127998166884
1442_10.png,1442.png,17.23842373218856,0.7678566587385908
1443_10.png,1443.png,20.485765045736734,0.8339673338429532
1444_10.png,1444.png,16.637823740025507,0.681593240477688
1445_10.png,1445.png,18.315912451178185,0.8460797717423368
1446_10.png,1446.png,18.924980645227595,0.84894328672235
1447_10.png,1447.png,18.5448574577228,0.8219442714659153
1448_10.png,1448.png,20.161205045959374,0.8625257619267996
1449_10.png,1449.png,19.777181986341425,0.8677635464966441
