hazy_file,gt_file,psnr,ssim
0001_0.8_0.2.jpg,0001.png,23.532057462986344,0.9438471215738365
0002_0.8_0.08.jpg,0002.png,18.134490165904893,0.8939748790919189
0003_0.8_0.2.jpg,0003.png,22.595719249739727,0.9307301057826312
0004_0.9_0.12.jpg,0004.png,21.604748508376133,0.9111754437624479
0006_0.85_0.08.jpg,0006.png,18.724675725016247,0.9177439061256577
0007_0.9_0.16.jpg,0007.png,20.63623006358109,0.9053451437626446
0009_0.8_0.16.jpg,0009.png,21.188723563591942,0.9177496861191687
0010_0.95_0.16.jpg,0010.png,22.616775943853202,0.878471337642671
0011_0.95_0.16.jpg,0011.png,22.45970843293739,0.9062313768120532
0014_0.8_0.12.jpg,0014.png,18.63899875461802,0.8884651201709107
0016_0.8_0.08.jpg,0016.png,18.929471043074287,0.9292360549215865
0017_0.9_0.08.jpg,0017.png,20.78859745035095,0.8582813548480436
0018_0.9_0.2.jpg,0018.png,19.815903319218478,0.9255258736690678
0019_0.8_0.16.jpg,0019.png,18.040386014503355,0.9224501639606698
0021_0.8_0.08.jpg,0021.png,16.666689656509313,0.8849257984036458
0022_0.8_0.08.jpg,0022.png,15.684929112091186,0.8560164544381585
0023_0.85_0.12.jpg,0023.png,17.492562475627093,0.91897074044631
0024_0.85_0.08.jpg,0024.png,17.664721761466758,0.8510426893099415
0025_0.8_0.16.jpg,0025.png,21.585591163331557,0.9080199739883992
0026_0.95_0.08.jpg,0026.png,20.754225739156787,0.9267345636612431
0029_0.85_0.08.jpg,0029.png,18.42638353773073,0.9008512616679168
0030_0.95_0.12.jpg,0030.png,23.91925126316289,0.953083325947384
0033_0.85_0.08.jpg,0033.png,21.4913421664181,0.918843525365708
0034_0.9_0.16.jpg,0034.png,20.94170135647845,0.925584252435848
0036_1_0.08.jpg,0036.png,15.128761110349673,0.8797364556875994
0039_0.9_0.2.jpg,0039.png,21.614695727068657,0.8995115052384671
0040_1_0.08.jpg,0040.png,24.618764183992692,0.9468466267039178
0042_0.8_0.2.jpg,0042.png,23.846118646049455,0.8944566807237367
0045_0.8_0.16.jpg,0045.png,13.273535854934211,0.820238197718569
0046_0.9_0.16.jpg,0046.png,21.583070039430442,0.8626908931192564
0047_0.9_0.12.jpg,0047.png,25.368816513489083,0.922545888199176
0048_0.9_0.2.jpg,0048.png,18.458251332929677,0.871956769130955
0049_0.85_0.12.jpg,0049.png,18.676881220703336,0.9171851570586379
0051_0.8_0.2.jpg,0051.png,23.2625931734349,0.9551569722875541
0051_0.95_0.12.jpg,0051.png,30.17059568218517,0.9707328154341758
0052_0.9_0.16.jpg,0052.png,21.49261384485492,0.9207533756584237
0053_0.9_0.12.jpg,0053.png,20.661981916430076,0.9118836264678801
0054_0.85_0.16.jpg,0054.png,18.194176764987866,0.89862279978187
0055_0.85_0.12.jpg,0055.png,20.90120463488664,0.8590251044911312
0056_0.8_0.16.jpg,0056.png,16.400813360490638,0.8809141629625632
0057_0.8_0.12.jpg,0057.png,21.655501929268087,0.9148557627708532
0058_0.8_0.2.jpg,0058.png,25.14244820003593,0.9414356218717416
0059_0.9_0.12.jpg,0059.png,23.896933662743585,0.9388905290098407
0060_0.9_0.2.jpg,0060.png,18.030299309375586,0.8368677069984439
0061_0.8_0.2.jpg,0061.png,19.229435457854226,0.8822948849927874
0062_0.9_0.2.jpg,0062.png,17.839956968380907,0.8684432102968428
0063_0.8_0.16.jpg,0063.png,20.507836857998175,0.8984203366168501
0064_0.8_0.2.jpg,0064.png,20.329809014638084,0.903276407237847
0065_0.9_0.12.jpg,0065.png,22.57904222126394,0.9179102505916017
0066_1_0.08.jpg,0066.png,11.772512027417932,0.795731721941313
0068_1_0.16.jpg,0068.png,20.784774707746948,0.9081705209605099
0069_0.9_0.16.jpg,0069.png,25.444320470621907,0.9683360677046581
0070_0.9_0.12.jpg,0070.png,18.816938719682934,0.8990916955440512
0071_0.8_0.2.jpg,0071.png,22.830296450880134,0.9428524231764154
0072_0.9_0.2.jpg,0072.png,23.625341516201534,0.845536197786427
0073_0.8_0.16.jpg,0073.png,19.782754941272934,0.7170062897600807
0074_0.8_0.2.jpg,0074.png,18.661102631426708,0.8097299695019312
0075_0.8_0.2.jpg,0075.png,17.7081259500039,0.9232351513692642
0076_0.8_0.2.jpg,0076.png,22.11149610404948,0.9581380395394228
0076_1_0.16.jpg,0076.png,23.77364197540667,0.9592209662202534
0077_0.8_0.2.jpg,0077.png,20.122862149435278,0.8376127101909366
0079_0.8_0.12.jpg,0079.png,16.979415511009694,0.8810978833446047
0081_0.8_0.2.jpg,0081.png,20.0652336608562,0.8916130061877907
0082_0.85_0.16.jpg,0082.png,21.597121335916288,0.8931240890199934
0083_0.85_0.12.jpg,0083.png,17.770690559703628,0.8696486923040024
0084_0.95_0.16.jpg,0084.png,23.15835724428013,0.9197314907242283
0085_0.95_0.08.jpg,0085.png,23.84336055433197,0.909560352747322
0086_0.8_0.2.jpg,0086.png,23.893746628100242,0.9099521917782463
0086_0.95_0.12.jpg,0086.png,24.22411090532613,0.9255137658825848
0087_0.9_0.16.jpg,0087.png,18.906724105012668,0.88222762740823
0088_0.9_0.12.jpg,0088.png,27.03928934504209,0.9554649623213992
0089_0.9_0.2.jpg,0089.png,18.703902329294205,0.8922537971890128
0090_0.85_0.12.jpg,0090.png,20.600005054061402,0.9410572356929755
0091_0.85_0.2.jpg,0091.png,18.067031706625457,0.9061240569302313
0092_0.85_0.2.jpg,0092.png,19.73168289262977,0.9258695593079055
0093_0.8_0.08.jpg,0093.png,15.447915091284125,0.8635275168835989
0094_0.8_0.2.jpg,0094.png,18.212461093609623,0.8840460726688703
0095_0.8_0.08.jpg,0095.png,20.301500441898384,0.916045875739622
0096_0.8_0.2.jpg,0096.png,19.2826091079883,0.920720953703163
0097_0.85_0.08.jpg,0097.png,18.237569728333366,0.886137960101249
0098_0.85_0.2.jpg,0098.png,20.600833947557824,0.9200972412972246
0099_0.9_0.16.jpg,0099.png,21.732774128113455,0.9278676861495829
0100_0.9_0.12.jpg,0100.png,19.466590267263307,0.9167392471084798
0101_0.9_0.08.jpg,0101.png,20.058521544796193,0.8547526879889878
0102_0.85_0.12.jpg,0102.png,14.525819236176169,0.8508288438554651
0104_0.95_0.12.jpg,0104.png,17.17621358491645,0.8508790885914257
0105_0.95_0.2.jpg,0105.png,19.927411872586596,0.9216772853623239
0106_0.9_0.08.jpg,0106.png,20.467225921283543,0.8985436414574953
0107_0.9_0.08.jpg,0107.png,14.938302195503985,0.8317142338378464
0108_0.8_0.16.jpg,0108.png,22.830531133921802,0.8657015238413238
0108_1_0.2.jpg,0108.png,20.532054361026827,0.8254885532041217
0109_0.85_0.08.jpg,0109.png,22.805887752462688,0.9144194557776609
0110_0.8_0.12.jpg,0110.png,23.329312181590424,0.8924371092304275
0111_0.8_0.2.jpg,0111.png,21.659462632181356,0.8666411392158929
0112_0.8_0.2.jpg,0112.png,17.331901201892286,0.8646687871930462
0113_0.9_0.08.jpg,0113.png,23.596528986346954,0.8251300265186375
0115_0.8_0.12.jpg,0115.png,21.420523120744868,0.9304545859160456
0116_0.9_0.16.jpg,0116.png,16.882895250152693,0.847220294794862
0117_0.9_0.12.jpg,0117.png,16.130306578020686,0.8715812674706896
0118_0.9_0.2.jpg,0118.png,23.617051809911956,0.9366905326505554
0119_0.85_0.12.jpg,0119.png,19.462918459517297,0.8930355379077096
0120_0.85_0.08.jpg,0120.png,14.308175649189,0.820085368053646
0121_0.85_0.2.jpg,0121.png,20.199037623780292,0.8982386456452254
0123_1_0.08.jpg,0123.png,25.256630804596917,0.8967575039519514
0125_0.8_0.12.jpg,0125.png,16.55160710347679,0.8550997736709242
0126_0.8_0.2.jpg,0126.png,21.079494626184122,0.9370989501110842
0127_0.8_0.2.jpg,0127.png,17.341453328394763,0.8867836304070087
0129_0.8_0.16.jpg,0129.png,22.276952959991178,0.8846202845581997
0131_0.95_0.08.jpg,0131.png,20.346778464183547,0.8906252235070958
0132_1_0.08.jpg,0132.png,16.860238527883382,0.86270259162121
